Project,Owner,Manager,Category,Key,Priority,Status,Reporter,Assignee,Components,SummaryTopWords,DescriptionTopWords,CommentsTopWords,CreationDate,ResolutionDate,creationDate_number,resolutionDate_number,nResolutionDays,count,AffectsVersions,FixVersions,NoComments,FirstCommentDate,LastCommentDate,NoWatchers,NoAttachments,FirstAttachmentDate,LastAttachmentDate,NoAttachedPatches,FirstAttachedPatchDate,LastAttachedPatchDate,InwardIssueLinks,OutwardIssueLinks
YARN,ASF,Apache Hadoop Committee,big-data,7735,Minor,Resolved,tasanuma0829,tasanuma0829,documentation,fix:1 typo:1 yarn:1 documentation:1,link:1 yarn:1 federation:1 wrong:1,color:108 green:33 yarn:15 patch:12 apache:11 blue:8 trunk:8 https:6 branch:5 red:5 subsystem:4 brown:4 tests:4 black:4 build:4 site:4 console:4 docker:3 0s:3 passed:3 client:3 issues:3 maven:3 project:3 builds:3 job:3 overall:2 vote:2 comment:2 mode:2 activated:2 author:2 compile:2 20s:2 errors:2 building:2 testing:2 artifacts:2 report:2 notes:2 ce:2 issue:2 url:2 secure:2 attachment:2 linux:2 personality:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 generated:2 see:2 thanks:2 commit:2 uploaded:1 1st:1 pending:1 15s:1 contain:1 tags:1 18s:1 26s:1 13s:1 6s:1 generate:1 license:1 warnings:1 server:1 image:1 optional:1 generic:1 wed:1 oct:1 utc:1 gnu:1 tool:1 provided:1 git:1 revision:1 version:1 max:1 process:1 thread:1 count:1 vs:1 modules:1 c:1 u:1 x:1 5s:1 apply:1 required:1 wrong:1 help:1 committed:1 contribution:1 reviewing:1 committing:1 success:1 integrated:1 fix:1 typo:1 documentation:1 contributed:1 rev:1 edit:1 md:1,2018-01-11T05:59:23.000+0000,2018-01-11T07:02:01.000+0000,180111,180111,0,1,,3.0.1 2.9.1 2.10.0 3.1.0,7,2018-01-11T06:04:07.678+0000,2018-01-11T07:18:55.604+0000,0,1,2018-01-11T06:03:36.318+0000,2018-01-11T06:03:36.318+0000,1,2018-01-11T06:03:36.318+0000,2018-01-11T06:03:36.318+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,7736,Minor,Resolved,ajisakaa,Sen Zhao,documentation,fix:1 itemization:1 yarn:1 federation:1 document:1,yarn:2 federation:2 across:2 https:1 apache:1 docs:1 site:1 html:1 assumptions:1 assume:1 reasonably:1 good:1 connectivity:1 sub:1 clusters:1 e:1 g:1 looking:1 federate:1 dc:1 yet:1 though:1 future:1 investigations:1 excluded:1 rely:1 scalable:1 solutions:1 take:1 care:1 scalability:1 store:1 side:1 blank:1 line:1 inserted:1 itemization:1 render:1 correctly:1,color:90 green:33 yarn:17 patch:9 trunk:7 apache:6 branch:5 sub:4 cluster:4 blue:4 brown:4 tests:4 black:4 site:4 passed:3 client:3 https:3 build:3 maven:3 project:3 ams:2 requests:2 enforce:2 see:2 push:2 thanks:2 subsystem:2 docker:2 author:2 0s:2 compile:2 16s:2 errors:2 building:2 testing:2 artifacts:2 issues:2 ce:2 linux:2 personality:2 console:2 builds:2 job:2 commit:2 federation:2 role:1 protect:1 misbehaving:1 prevent:1 attacks:1 throttling:1 killing:1 asking:1 many:1 resources:1 mask:1 multiple:1 transparently:1 allow:1 span:1 across:1 clusters:1 container:1 allocations:1 done:1 framework:1 consists:1 fronting:1 home:1 intercepts:1 thus:1 application:1 quotas:1 enforceable:1 fraction:1 load:1 balancing:1 overflow:1 policies:1 blank:1 line:1 inserted:1 well:1 hi:1 still:1 target:1 next:1 release:1 submitted:1 please:1 review:1 overall:1 vote:1 comment:1 11s:1 mode:1 activated:1 contain:1 tags:1 25s:1 40s:1 2s:1 26s:1 generate:1 license:1 warnings:1 1s:1 report:1 notes:1 server:1 image:1 issue:1 url:1 secure:1 attachment:1 optional:1 generic:1 wed:1 oct:1 utc:1 gnu:1 tool:1 provided:1 git:1 revision:1 version:1 max:1 process:1 thread:1 count:1 vs:1 modules:1 c:1 u:1 output:1 powered:1 snapshot:1 http:1 message:1 automatically:1 generated:1 committed:1 sen:1 contribution:1 success:1 integrated:1 fix:1 itemization:1 document:1 rev:1 edit:1 md:1,2018-01-11T08:35:32.000+0000,2018-03-05T19:56:37.000+0000,180111,180305,66,1,,3.0.3 2.9.1 2.10.0 3.1.0,8,2018-01-11T08:36:36.731+0000,2018-03-05T20:13:33.445+0000,0,1,2018-03-05T02:32:01.900+0000,2018-03-05T02:32:01.900+0000,1,2018-03-05T02:32:01.900+0000,2018-03-05T02:32:01.900+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,7737,Major,Resolved,jhung,oliverhuhuhu@gmail.com,,err:1 file:1 found:1 exception:1 container:1 failure:1,java:16 apache:8 yarn:5 server:5 launcher:5 container:4 err:3 fs:3 call:3 concurrent:3 run:3 failed:2 error:2 get:2 log:2 file:2 thread:2 hit:1 exception:1 tail:1 io:1 grid:1 b:1 exist:1 worker:1 picked:1 launch:1 looks:1 fails:1 created:1 first:1 exec:1 environment:1 new:1 path:1 user:1,color:186 green:76 patch:19 yarn:19 passed:15 trunk:12 server:9 apache:8 tests:6 red:5 compile:5 blue:4 brown:4 0s:4 black:4 https:4 build:4 21s:3 new:3 client:3 maven:3 java:3 builds:3 job:3 project:3 subsystem:2 docker:2 author:2 please:2 needed:2 16s:2 branch:2 errors:2 building:2 testing:2 artifacts:2 18s:2 issues:2 unit:2 ce:2 linux:2 personality:2 console:2 fix:2 exception:2 look:2 thanks:2 committed:2 commit:2 x:1 overall:1 vote:1 comment:1 mode:1 activated:1 contain:1 tags:1 appear:1 include:1 modified:1 justify:1 also:1 list:1 manual:1 steps:1 performed:1 verify:1 14s:1 23s:1 29s:1 27s:1 50s:1 generate:1 license:1 warnings:1 report:1 notes:1 image:1 issue:1 url:1 secure:1 attachment:1 optional:1 generic:1 mon:1 feb:1 utc:1 gnu:1 tool:1 provided:1 git:1 revision:1 version:1 default:1 test:1 results:1 max:1 process:1 thread:1 count:1 vs:1 modules:1 c:1 u:1 output:1 powered:1 snapshot:1 http:1 message:1 automatically:1 generated:1 trivial:1 acceptable:1 ut:1 created:1 method:1 verification:1 applying:1 throwing:1 anymore:1 multiple:1 user:1 log:1 partitions:1 looks:1 clear:1 wait:1 take:1 committing:1 taking:1 target:1 versions:1 success:1 integrated:1 see:1 err:1 file:1 found:1 container:1 failure:1 rev:1 edit:1 main:1 launcher:1 great:1 work:1,2018-01-11T19:35:01.000+0000,2018-01-24T21:16:27.000+0000,180111,180124,13,1,3.0.1 2.9.1 3.1.0,3.0.1 2.9.1 2.10.0 3.1.0,7,2018-01-19T01:30:41.303+0000,2018-01-24T21:16:27.535+0000,0,1,2018-01-19T00:29:39.150+0000,2018-01-19T00:29:39.150+0000,1,2018-01-19T00:29:39.150+0000,2018-01-19T00:29:39.150+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,7738,Blocker,Resolved,ssathish@hortonworks.com,leftnoteasy,,support:1 refresh:1 maximum:1 allocation:1 multiple:1 resource:1 types:1,currently:1 fails:1 refresh:1 maximum:1 allocation:1 multiple:1 resource:1 types:1,color:1086 green:364 yarn:223 patch:110 server:74 blue:68 passed:61 apache:61 red:51 trunk:43 https:34 build:34 project:33 builds:27 job:27 tests:26 0s:25 compile:25 maven:25 unit:23 branch:21 scheduler:21 java:21 brown:20 orange:20 black:20 capacity:20 docker:16 test:15 client:15 warnings:15 subsystem:14 artifact:14 console:14 issue:12 generated:12 issues:12 author:10 new:10 dependency:10 ordering:10 errors:10 building:10 testing:10 artifacts:10 ce:10 linux:10 personality:10 failed:9 resource:9 edit:8 refresh:7 x:7 overall:7 vote:7 comment:7 mode:7 activated:7 fixed:7 report:7 notes:7 url:7 secure:7 attachment:7 output:7 powered:7 snapshot:7 http:7 message:7 automatically:7 maximum:6 allocation:6 u:6 main:6 thanks:5 contain:5 tags:5 appears:5 include:5 modified:5 files:5 26s:5 extant:5 unchanged:5 total:5 generate:5 license:5 image:5 optional:5 generic:5 utc:5 gnu:5 tool:5 provided:5 git:5 revision:5 version:5 default:5 html:5 results:5 max:5 process:5 thread:5 count:5 vs:5 modules:5 c:5 1s:4 10s:4 50s:4 check:4 12s:4 running:3 cases:3 reason:3 fri:3 aug:3 5s:3 28s:3 commit:3 types:3 reload:3 updated:2 sure:2 fs:2 supports:2 fix:2 ver:2 7s:2 6s:2 9s:2 16s:2 25s:2 11s:2 18s:2 22s:2 seems:2 care:2 memory:2 resources:2 make:2 30s:2 8s:2 13s:2 mon:2 feb:2 21s:2 29s:2 19s:2 help:2 needed:2 see:2 support:2 back:2 cs:2 setting:2 loaded:2 reporting:1 title:1 put:1 soon:1 cc:1 daniel:1 yes:1 needs:1 well:1 attached:1 verified:1 works:1 cluster:1 enabled:1 add:1 next:1 update:1 17s:1 use:1 15s:1 20s:1 4s:1 fine:1 comments:1 internally:1 take:1 checking:1 name:1 accordingly:1 call:1 hence:1 avoid:1 like:1 checks:1 smaller:1 first:1 try:1 attach:1 changes:1 attaching:1 monitor:1 federation:1 reservation:1 recovery:1 logic:1 originally:1 correct:1 2s:1 40s:1 latest:1 failure:1 related:1 committing:1 shortly:1 committed:1 find:1 applying:1 please:1 found:1 preset:1 success:1 integrated:1 rev:1 records:1 closing:1 hi:1 hits:1 similar:1 production:1 system:1 trying:1 port:1 based:1 available:1 water:1 exists:1 taking:1 study:1 get:1 tell:1 little:1 looks:1 kind:1 weird:1 whole:1 type:1 supported:1 one:1 allowed:1 dynamically:1 must:1 causes:1 non:1 becomes:1 reasonable:1 need:1,2018-01-11T22:02:01.000+0000,2018-01-22T15:48:34.000+0000,180111,180122,11,1,,3.1.0,25,2018-01-11T22:08:41.056+0000,2018-02-22T08:42:00.024+0000,0,4,2018-01-11T22:51:17.358+0000,2018-01-12T13:12:26.124+0000,4,2018-01-11T22:51:17.358+0000,2018-01-12T13:12:26.124+0000,,"Reference:8847
Reference:9272"
YARN,ASF,Apache Hadoop Committee,big-data,7739,Blocker,Resolved,leftnoteasy,leftnoteasy,,properly:1 check:1 customized:1 resource:1 types:1 minimum:1 maximum:1 allocation:1,resource:2 currently:1 yarn:1 reject:1 requested:1 memory:1 less:1 greater:1 maximum:1 allocation:1 run:1 check:1 customized:1 types:1 well:1,color:372 green:144 yarn:72 patch:40 server:31 passed:24 apache:20 trunk:19 tests:13 allocation:12 test:12 https:11 build:11 red:10 compile:10 unit:10 project:9 builds:9 job:9 maximum:8 resource:8 blue:8 brown:8 orange:8 black:8 java:8 think:7 max:7 0s:7 client:6 maven:6 node:5 default:5 updated:5 behavior:5 change:5 issues:5 request:4 container:4 cluster:4 thanks:4 branch:4 check:4 truncation:4 subsystem:4 24s:4 docker:4 author:4 new:4 errors:4 building:4 testing:4 artifacts:4 generated:4 failed:4 ce:4 linux:4 personality:4 artifact:4 console:4 commit:4 personally:3 requests:3 needs:3 current:3 queue:3 ask:3 comment:3 automatically:3 get:3 rid:3 objections:3 ok:3 thread:3 scheduler:3 u:3 26s:3 looks:3 hard:3 cs:3 edit:3 prefer:2 reject:2 fan:2 silently:2 query:2 told:2 dynamically:2 keep:2 see:2 many:2 cases:2 satisfied:2 either:2 fix:2 proper:2 set:2 rejected:2 added:2 resources:2 gb:2 containers:2 incompatible:2 add:2 flag:2 silent:2 bug:2 much:2 types:2 customized:2 help:2 review:2 x:2 overall:2 vote:2 mode:2 activated:2 contain:2 tags:2 appears:2 include:2 modified:2 files:2 40s:2 unchanged:2 fixed:2 total:2 30s:2 7s:2 generate:2 license:2 warnings:2 reason:2 report:2 notes:2 image:2 issue:2 url:2 secure:2 attachment:2 optional:2 generic:2 mon:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 results:2 process:2 count:2 vs:2 modules:2 c:2 output:2 powered:2 snapshot:2 http:2 message:2 need:2 tomorrow:2 nice:2 coded:2 good:2 quote:2 27s:2 update:1 global:1 availabilities:1 exceeds:1 thoughts:1 capping:1 says:1 unhelpful:1 often:1 assume:1 work:1 less:1 case:1 wants:1 biggest:1 offer:1 amount:1 kind:1 allocations:1 able:1 capability:1 already:1 registration:1 currently:1 e:1 g:1 refresh:1 knowledge:1 far:1 setting:1 stems:1 desire:1 hanging:1 forever:1 bigger:1 satisfy:1 torn:1 useful:1 tell:1 hand:1 know:1 little:1 bit:1 later:1 large:1 temporarily:1 rejoins:1 allow:1 fluctuate:1 based:1 capabilities:1 way:1 response:1 agree:1 points:1 regarding:1 look:1 like:1 give:1 shrunk:1 allocated:1 requested:1 saw:1 received:1 disable:1 determined:1 getting:1 implicitly:1 shrinking:1 causing:1 problems:1 solving:1 technically:1 relying:1 asking:1 expecting:1 truncated:1 break:1 compatibility:1 standpoint:1 indicating:1 saying:1 truncate:1 want:1 maybe:1 recommend:1 pinging:1 believe:1 involved:1 early:1 days:1 discussions:1 led:1 also:1 badly:1 impact:1 users:1 multiple:1 enabled:1 talk:1 previously:1 made:1 mistake:1 existing:1 thing:1 handling:1 memory:1 uploaded:1 ver:1 handle:1 scenarios:1 logic:1 inside:1 changes:1 required:1 4s:1 21s:1 related:1 fine:1 ensures:1 normalization:1 units:1 creating:1 object:1 convert:1 well:1 even:1 leave:1 parameter:1 file:1 fs:1 otherwise:1 cover:1 separate:1 class:1 sometimes:1 debug:1 past:1 experiences:1 please:1 17s:1 1s:1 23s:1 22s:1 20s:1 feb:1 success:1 integrated:1 properly:1 rev:1 main:1 capacity:1 committed:1 reviews:1,2018-01-12T00:38:20.000+0000,2018-02-12T03:13:11.000+0000,180112,180212,30,1,,3.1.0,16,2018-01-12T01:05:13.837+0000,2018-02-12T03:13:11.371+0000,0,2,2018-01-29T07:07:11.218+0000,2018-01-31T04:34:56.270+0000,2,2018-01-29T07:07:11.218+0000,2018-01-31T04:34:56.270+0000,,Reference:8202
YARN,ASF,Apache Hadoop Committee,big-data,7740,Major,Resolved,yeshavora,jianhe,native-services,fix:1 logging:1 destroy:1 yarn:1 service:1 cli:1 exist:1 minor:1 bugs:1,cli:2 application:2 message:2 scenario:1 run:1 yarn:1 destroy:1 name:1 exist:1 return:1 exists:1 instead:1 returning:1 destroyed:1 cluster:1 xxx:1,color:1584 green:582 yarn:257 patch:155 passed:101 apache:69 trunk:66 blue:64 services:61 red:54 tests:44 compile:43 core:40 build:40 https:39 project:34 brown:32 black:32 maven:32 builds:31 job:31 orange:28 0s:26 client:25 unit:24 server:23 new:21 applications:21 java:20 subsystem:16 docker:16 author:16 errors:16 building:16 testing:16 artifacts:16 generated:16 issues:16 ce:16 linux:16 personality:16 console:16 artifact:14 branch:12 test:12 please:10 11s:9 overall:8 vote:8 comment:8 mode:8 activated:8 contain:8 tags:8 include:8 modified:8 unchanged:8 fixed:8 total:8 generate:8 license:8 warnings:8 report:8 notes:8 image:8 issue:8 url:8 secure:8 attachment:8 optional:8 generic:8 utc:8 gnu:8 tool:8 provided:8 git:8 revision:8 version:8 default:8 results:8 max:8 process:8 thread:8 count:8 vs:8 modules:8 c:8 u:8 output:8 powered:8 snapshot:8 http:8 message:8 automatically:8 failed:8 dependency:8 ordering:8 20s:7 22s:7 10s:7 21s:7 service:7 29s:7 x:6 list:6 12s:6 18s:6 5s:6 edit:6 appear:5 justify:5 needed:5 also:5 manual:5 steps:5 performed:5 verify:5 16s:5 17s:5 24s:5 main:5 23s:4 mon:4 19s:4 27s:4 25s:4 9s:4 26s:3 feb:3 14s:3 wed:3 oct:3 appears:3 files:3 commit:3 7s:2 15s:2 one:2 format:2 fix:2 ips:2 13s:2 2s:2 8s:2 50s:2 reason:1 made:1 change:1 make:1 status:1 return:1 rather:1 object:1 add:1 handle:1 retrieved:1 empty:1 set:1 40s:1 sep:1 1s:1 28s:1 attaching:1 erroneous:1 character:1 following:1 semicolon:1 looks:1 good:1 tried:1 locally:1 plan:1 get:1 clean:1 30s:1 success:1 integrated:1 see:1 logging:1 destroy:1 cli:1 rev:1 provider:1 container:1,2018-01-12T01:18:48.000+0000,2018-01-18T22:34:47.000+0000,180112,180118,6,1,,3.1.0,12,2018-01-12T20:33:23.329+0000,2018-01-18T22:53:05.062+0000,0,8,2018-01-12T19:40:38.943+0000,2018-01-18T20:13:03.424+0000,8,2018-01-12T19:40:38.943+0000,2018-01-18T20:13:03.424+0000,Duplicate:7706,
YARN,ASF,Apache Hadoop Committee,big-data,7742,Major,Resolved,rohithsharma,skmvasu,,duplicated:1 containers:1 rendered:1 attempt:1,containers:1 rendered:1 twice:1 different:1 start:1 end:1 time:1 attached:1 screen:1 shot:1,color:222 green:75 yarn:40 patch:25 apache:19 trunk:13 blue:12 brown:12 tests:12 black:12 https:11 project:10 client:9 maven:9 pull:7 author:7 build:7 subsystem:6 docker:6 0s:6 compile:6 errors:6 building:6 testing:6 artifacts:6 issues:6 ce:6 linux:6 personality:6 console:6 git:5 commit:5 issue:5 branch:4 message:4 builds:4 job:4 thanks:4 request:3 review:3 overall:3 vote:3 comment:3 mode:3 activated:3 contain:3 tags:3 passed:3 generate:3 license:3 warnings:3 report:3 notes:3 server:3 image:3 url:3 secure:3 attachment:3 optional:3 generic:3 wed:3 oct:3 utc:3 gnu:3 tool:3 provided:3 revision:3 version:3 max:3 process:3 thread:3 count:3 vs:3 modules:3 c:3 u:3 output:3 powered:3 snapshot:3 http:3 automatically:3 generated:3 edit:3 main:3 js:3 user:2 remove:2 duplicate:2 entries:2 repository:2 date:2 10s:2 28s:2 21s:2 eclipse:2 cc:2 container:2 duplicated:2 19s:2 timeline:2 opened:1 merge:1 running:1 alternatively:1 apply:1 changes:1 close:1 make:1 master:1 least:1 following:1 closes:1 20s:1 commented:1 hi:1 like:1 take:1 guys:1 let:1 know:1 setup:1 installed:1 ant:1 cloned:1 imported:1 need:1 guide:1 export:1 code:1 debug:1 advance:1 attaching:1 50s:1 22s:1 updated:1 tested:1 cluster:1 wont:1 fixed:1 bug:1 also:1 help:1 16s:1 23s:1 6s:1 committing:1 shortly:1 pushed:1 success:1 integrated:1 see:1 containers:1 rendered:1 attempt:1 rev:1 components:1 view:1,2018-01-12T11:45:34.000+0000,2018-01-26T08:12:38.000+0000,180112,180126,14,1,,3.1.0,11,2018-01-16T11:08:44.947+0000,2018-01-26T08:29:54.163+0000,0,4,2018-01-12T11:45:12.399+0000,2018-01-25T07:51:46.712+0000,3,2018-01-18T10:09:48.055+0000,2018-01-25T07:51:46.712+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,7748,Major,Resolved,haibochen,cheersyang,capacityscheduler,fails:1 due:1 multiple:1 container:1 fail:1 events:1,failing:1 past:1 build:1 failed:1 took:1 sec:1 error:1 message:1 expected:1 null:1 apache:1 yarn:1 server:1 scheduler:1 capacity:1 user:1,color:372 green:157 yarn:37 patch:35 passed:27 trunk:19 server:17 apache:15 compile:10 tests:10 blue:8 brown:8 black:8 https:8 build:8 thanks:7 test:6 issue:6 ut:6 0s:6 client:6 unit:6 maven:6 builds:6 job:6 attempt:5 red:5 project:5 subsystem:4 docker:4 author:4 branch:4 errors:4 building:4 testing:4 artifacts:4 issues:4 ce:4 linux:4 personality:4 java:4 console:4 one:3 generated:3 14s:3 failed:3 two:2 time:2 happens:2 adding:2 called:2 case:2 killed:2 scheduler:2 container:2 fix:2 check:2 another:2 good:2 please:2 review:2 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 appears:2 include:2 new:2 modified:2 files:2 28s:2 16s:2 25s:2 generate:2 license:2 warnings:2 report:2 notes:2 image:2 url:2 secure:2 attachment:2 optional:2 generic:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 default:2 results:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 explanation:2 looks:2 9s:2 commit:2 suspect:1 failure:1 lines:1 log:1 took:1 bit:1 investigating:1 us:1 stably:1 reproduce:1 sleep:1 right:1 following:1 line:1 like:1 mentioned:1 twice:1 causing:1 metrics:1 incorrectly:1 deducted:1 triggering:1 cause:1 immediately:1 releases:1 containers:1 including:1 trigger:1 posted:1 make:1 sure:1 still:1 exists:1 deleting:1 thing:1 disable:1 restart:1 avoid:1 supposed:1 resources:1 put:1 together:1 able:1 run:1 help:1 x:1 18s:1 11s:1 10s:1 20s:1 27s:1 reason:1 artifact:1 gc:1 pause:1 hi:1 clear:1 correct:1 non:1 binding:1 taking:1 take:1 look:1 yes:1 change:1 pending:1 40s:1 29s:1 3s:1 26s:1 committed:1 success:1 integrated:1 see:1 rev:1 edit:1 capacity:1,2018-01-14T16:14:42.000+0000,2018-07-24T16:52:53.000+0000,180114,180724,190,1,3.0.0,3.1.2 3.0.4 3.2.0,12,2018-01-14T16:15:34.436+0000,2018-07-25T02:03:27.951+0000,0,3,2018-07-13T11:30:23.776+0000,2018-07-24T02:27:53.771+0000,3,2018-07-13T11:30:23.776+0000,2018-07-24T02:27:53.771+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,7749,Major,Resolved,ssathish@hortonworks.com,skmvasu,,information:1 tab:1 left:1 hand:1 side:1 disappears:1 click:1 tabs:1,color:4 tab:3 information:2 node:2 click:2 list:2 left:1 side:1 manager:1 page:1 disappears:1 applications:1 containers:1 reappears:1,color:148 green:50 yarn:31 patch:17 apache:14 trunk:9 https:8 blue:8 brown:8 tests:8 black:8 project:7 client:6 maven:6 issue:5 build:5 subsystem:4 20s:4 docker:4 author:4 0s:4 compile:4 errors:4 building:4 testing:4 artifacts:4 issues:4 ce:4 linux:4 personality:4 console:4 user:3 commented:3 pull:3 builds:3 job:3 edit:3 main:3 routes:3 node:3 js:3 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 passed:2 branch:2 generate:2 license:2 warnings:2 report:2 notes:2 server:2 image:2 url:2 secure:2 attachment:2 optional:2 generic:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 generated:2 left:2 11s:2 commit:2 ok:1 ways:1 fix:1 things:1 18s:1 40s:1 mon:1 feb:1 quickly:1 attaching:1 make:1 sure:1 info:1 queried:1 pages:1 sub:1 panel:1 cc:1 tested:1 real:1 cluster:1 1s:1 5s:1 wed:1 oct:1 committed:1 thanks:1 g:1 success:1 integrated:1 see:1 information:1 tab:1 hand:1 side:1 disappears:1 rev:1 containers:1,2018-01-15T06:54:16.000+0000,2018-01-24T10:27:50.000+0000,180115,180124,9,1,,3.1.0,9,2018-01-15T07:01:02.255+0000,2018-01-24T10:45:49.991+0000,0,2,2018-01-18T10:07:14.032+0000,2018-01-24T09:09:23.353+0000,2,2018-01-18T10:07:14.032+0000,2018-01-24T09:09:23.353+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,7750,Major,Resolved,skmvasu,skmvasu,ui-v2,render:1 time:1 related:1 fields:1 pages:1 browser:1,,color:148 green:45 yarn:29 patch:15 apache:12 blue:8 brown:8 trunk:8 tests:8 black:8 build:7 project:7 client:6 https:6 maven:6 red:5 subsystem:4 docker:4 author:4 0s:4 compile:4 errors:4 building:4 testing:4 artifacts:4 issues:4 ce:4 linux:4 personality:4 builds:4 job:4 console:4 js:4 21s:3 generated:3 license:3 main:3 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 passed:2 branch:2 warnings:2 report:2 notes:2 server:2 image:2 issue:2 url:2 secure:2 attachment:2 optional:2 generic:2 mon:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 date:2 commit:2 edit:2 x:1 9s:1 17s:1 19s:1 12s:1 feb:1 artifact:1 problems:1 needs:1 header:1 15s:1 6s:1 18s:1 generate:1 committing:1 shortly:1 success:1 integrated:1 see:1 render:1 time:1 related:1 fields:1 pages:1 browser:1 rev:1 converter:1 add:1 ember:1 cli:1,2018-01-15T07:04:18.000+0000,2018-01-18T13:20:11.000+0000,180115,180118,3,1,,3.1.0,5,2018-01-17T08:35:59.322+0000,2018-01-18T13:54:08.414+0000,0,3,2018-01-17T07:56:57.999+0000,2018-01-18T10:06:09.513+0000,2,2018-01-17T07:56:57.999+0000,2018-01-18T10:06:09.513+0000,"Reference:4332
Reference:570",
YARN,ASF,Apache Hadoop Committee,big-data,7753,Major,Resolved,sunilg,sunilg,ui-v2,information:1 application:1 logs:1 pulled:1 ats:1 instead:1,ats:2 currently:1 tries:1 pull:1 logs:1 instead:1 pulled:1 log:1 story:1 yet:1,color:148 green:50 yarn:36 patch:16 apache:11 trunk:9 project:9 blue:8 brown:8 tests:8 black:8 client:6 maven:6 https:5 build:5 edit:5 main:5 js:5 subsystem:4 docker:4 author:4 0s:4 compile:4 errors:4 building:4 testing:4 artifacts:4 issues:4 ce:4 linux:4 personality:4 console:4 issue:3 builds:3 job:3 log:3 cc:2 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 passed:2 24s:2 branch:2 22s:2 generate:2 license:2 warnings:2 report:2 notes:2 server:2 image:2 url:2 secure:2 attachment:2 optional:2 generic:2 mon:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 generated:2 review:2 thanks:2 commit:2 16s:1 4s:1 feb:1 updated:1 fixing:1 address:1 fix:1 work:1 running:1 finished:1 containers:1 tested:1 local:1 looks:1 good:1 pending:1 17s:1 25s:1 committed:1 success:1 integrated:1 see:1 application:1 logs:1 pulled:1 ats:1 instead:1 rev:1 loader:1 services:1 hosts:1 adapters:1 default:1,2018-01-16T03:07:01.000+0000,2018-01-19T10:22:07.000+0000,180116,180119,3,1,,3.1.0,8,2018-01-17T13:45:31.474+0000,2018-01-19T10:39:44.982+0000,0,2,2018-01-17T13:45:08.126+0000,2018-01-19T09:08:30.245+0000,2,2018-01-17T13:45:08.126+0000,2018-01-19T09:08:30.245+0000,,Reference:6736
